,DateTime,baseline_grid_to_plant_kW,baseline_treatment_flow_m3_hr,flexible_grid_to_plant_kW,flexible_treatment_flow_m3_hr,electricity_TOU,electricity_demand1,electricity_demand2,electricity_demand3
0,2023-07-02 00:00:00,1744.019632034112,120.15,1945.1541157764857,129.94154439862166,0.09816,0.0,0.0,20.7
1,2023-07-02 00:15:00,1744.019632034112,120.15,1945.1541157764857,129.94154439862166,0.09816,0.0,0.0,20.7
2,2023-07-02 00:30:00,1744.019632034112,120.15,1945.1541157764857,129.94154439862166,0.09816,0.0,0.0,20.7
3,2023-07-02 00:45:00,1744.019632034112,120.15,1945.1541157764857,129.94154439862166,0.09816,0.0,0.0,20.7
4,2023-07-02 01:00:00,1744.019632034112,120.15,1945.1541157764857,129.94154439862166,0.09816,0.0,0.0,20.7
5,2023-07-02 01:15:00,1744.019632034112,120.15,1945.1541157764857,129.94154439862166,0.09816,0.0,0.0,20.7
6,2023-07-02 01:30:00,1744.019632034112,120.15,1945.1541157764857,129.94154439862166,0.09816,0.0,0.0,20.7
7,2023-07-02 01:45:00,1744.019632034112,120.15,1945.1541157764857,129.94154439862166,0.09816,0.0,0.0,20.7
8,2023-07-02 02:00:00,1744.019632034112,120.15,1945.1541157764857,129.94154439862166,0.09816,0.0,0.0,20.7
9,2023-07-02 02:15:00,1744.019632034112,120.15,1945.1541157764857,129.94154439862166,0.09816,0.0,0.0,20.7
10,2023-07-02 02:30:00,1744.019632034112,120.15,1945.1541157764857,129.94154439862166,0.09816,0.0,0.0,20.7
11,2023-07-02 02:45:00,1744.019632034112,120.15,1945.1541157764857,129.94154439862166,0.09816,0.0,0.0,20.7
12,2023-07-02 03:00:00,1744.019632034112,120.15,1945.1541157764857,129.94154439862166,0.09816,0.0,0.0,20.7
13,2023-07-02 03:15:00,1744.019632034112,120.15,1945.1541157764857,129.94154439862166,0.09816,0.0,0.0,20.7
14,2023-07-02 03:30:00,1744.019632034112,120.15,1945.1541157764857,129.94154439862166,0.09816,0.0,0.0,20.7
15,2023-07-02 03:45:00,1744.019632034112,120.15,1945.1541157764857,129.94154439862166,0.09816,0.0,0.0,20.7
16,2023-07-02 04:00:00,1744.019632034112,120.15,1945.1541157764857,129.94154439862166,0.09816,0.0,0.0,20.7
17,2023-07-02 04:15:00,1744.019632034112,120.15,1945.1541157764857,129.94154439862166,0.09816,0.0,0.0,20.7
18,2023-07-02 04:30:00,1744.019632034112,120.15,1945.1541157764857,129.94154439862166,0.09816,0.0,0.0,20.7
19,2023-07-02 04:45:00,1744.019632034112,120.15,1945.1541157764857,129.94154439862166,0.09816,0.0,0.0,20.7
20,2023-07-02 05:00:00,1744.019632034112,120.15,1945.1541157764857,129.94154439862166,0.09816,0.0,0.0,20.7
21,2023-07-02 05:15:00,1744.019632034112,120.15,1945.1541157764857,129.94154439862166,0.09816,0.0,0.0,20.7
22,2023-07-02 05:30:00,1744.019632034112,120.15,1945.1541157764857,129.94154439862166,0.09816,0.0,0.0,20.7
23,2023-07-02 05:45:00,1744.019632034112,120.15,1945.1541157764857,129.94154439862166,0.09816,0.0,0.0,20.7
24,2023-07-02 06:00:00,1744.019632034112,120.15,1945.1541157764857,129.94154439862166,0.09816,0.0,0.0,20.7
25,2023-07-02 06:15:00,1744.019632034112,120.15,1945.1541157764857,129.94154439862166,0.09816,0.0,0.0,20.7
26,2023-07-02 06:30:00,1744.019632034112,120.15,1945.1541157764857,129.94154439862166,0.09816,0.0,0.0,20.7
27,2023-07-02 06:45:00,1744.019632034112,120.15,1945.1541157764857,129.94154439862166,0.09816,0.0,0.0,20.7
