,DateTime,baseline_grid_to_plant_kW,baseline_treatment_flow_m3_hr,flexible_grid_to_plant_kW,flexible_treatment_flow_m3_hr,electricity_TOU,electricity_demand1
50,2023-01-01 12:30:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
51,2023-01-01 12:45:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
52,2023-01-01 13:00:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
53,2023-01-01 13:15:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
54,2023-01-01 13:30:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
55,2023-01-01 13:45:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
56,2023-01-01 14:00:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
57,2023-01-01 14:15:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
58,2023-01-01 14:30:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
59,2023-01-01 14:45:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
60,2023-01-01 15:00:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
61,2023-01-01 15:15:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
62,2023-01-01 15:30:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
63,2023-01-01 15:45:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
64,2023-01-01 16:00:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
65,2023-01-01 16:15:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
66,2023-01-01 16:30:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
67,2023-01-01 16:45:00,1744.019632034112,120.15,1744.0196040009555,120.14999857466968,0.0446782,4.21
68,2023-01-01 17:00:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
69,2023-01-01 17:15:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
70,2023-01-01 17:30:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
71,2023-01-01 17:45:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
72,2023-01-01 18:00:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
73,2023-01-01 18:15:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
74,2023-01-01 18:30:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
75,2023-01-01 18:45:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
76,2023-01-01 19:00:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
77,2023-01-01 19:15:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
78,2023-01-01 19:30:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
79,2023-01-01 19:45:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
80,2023-01-01 20:00:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
81,2023-01-01 20:15:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
82,2023-01-01 20:30:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
83,2023-01-01 20:45:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
84,2023-01-01 21:00:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
85,2023-01-01 21:15:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
86,2023-01-01 21:30:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
87,2023-01-01 21:45:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
88,2023-01-01 22:00:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
89,2023-01-01 22:15:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
90,2023-01-01 22:30:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
91,2023-01-01 22:45:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
92,2023-01-01 23:00:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
93,2023-01-01 23:15:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
94,2023-01-01 23:30:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
95,2023-01-01 23:45:00,1744.019632034112,120.15,1744.0196084551267,120.1499988009628,0.0446782,4.21
