,DateTime,baseline_grid_to_plant_kW,baseline_treatment_flow_m3_hr,flexible_grid_to_plant_kW,flexible_treatment_flow_m3_hr,electricity_TOU,electricity_demand1
0,2023-07-01 00:00:00,1744.019632034112,120.15,1744.0196084094616,120.14999879864062,0.037473333,16.66
1,2023-07-01 00:15:00,1744.019632034112,120.15,1744.0196084094616,120.14999879864062,0.037473333,16.66
2,2023-07-01 00:30:00,1744.019632034112,120.15,1744.0196084094616,120.14999879864062,0.037473333,16.66
3,2023-07-01 00:45:00,1744.019632034112,120.15,1744.0196084094616,120.14999879864062,0.037473333,16.66
4,2023-07-01 01:00:00,1744.019632034112,120.15,1744.0196084094616,120.14999879864062,0.037473333,16.66
5,2023-07-01 01:15:00,1744.019632034112,120.15,1744.0196084094616,120.14999879864062,0.037473333,16.66
6,2023-07-01 01:30:00,1744.019632034112,120.15,1744.0196084094616,120.14999879864062,0.037473333,16.66
7,2023-07-01 01:45:00,1744.019632034112,120.15,1744.0196084094616,120.14999879864062,0.037473333,16.66
8,2023-07-01 02:00:00,1744.019632034112,120.15,1744.0196084094616,120.14999879864062,0.037473333,16.66
9,2023-07-01 02:15:00,1744.019632034112,120.15,1744.0196084094616,120.14999879864062,0.037473333,16.66
10,2023-07-01 02:30:00,1744.019632034112,120.15,1744.0196084094616,120.14999879864062,0.037473333,16.66
11,2023-07-01 02:45:00,1744.019632034112,120.15,1744.0196084094616,120.14999879864062,0.037473333,16.66
12,2023-07-01 03:00:00,1744.019632034112,120.15,1744.0196084094616,120.14999879864062,0.037473333,16.66
13,2023-07-01 03:15:00,1744.019632034112,120.15,1744.0196084094616,120.14999879864062,0.037473333,16.66
14,2023-07-01 03:30:00,1744.019632034112,120.15,1744.0196084094616,120.14999879864062,0.037473333,16.66
15,2023-07-01 03:45:00,1744.019632034112,120.15,1744.0196084094616,120.14999879864062,0.037473333,16.66
16,2023-07-01 04:00:00,1744.019632034112,120.15,1744.0196084094616,120.14999879864062,0.037473333,16.66
17,2023-07-01 04:15:00,1744.019632034112,120.15,1744.0196084094616,120.14999879864062,0.037473333,16.66
18,2023-07-01 04:30:00,1744.019632034112,120.15,1744.0196084094616,120.14999879864062,0.037473333,16.66
19,2023-07-01 04:45:00,1744.019632034112,120.15,1744.0196084094616,120.14999879864062,0.037473333,16.66
20,2023-07-01 05:00:00,1744.019632034112,120.15,1744.0196084094616,120.14999879864062,0.037473333,16.66
21,2023-07-01 05:15:00,1744.019632034112,120.15,1744.0196084094616,120.14999879864062,0.037473333,16.66
22,2023-07-01 05:30:00,1744.019632034112,120.15,1744.0196084094616,120.14999879864062,0.037473333,16.66
23,2023-07-01 05:45:00,1744.019632034112,120.15,1744.0196084094616,120.14999879864062,0.037473333,16.66
24,2023-07-01 06:00:00,1744.019632034112,120.15,1744.0196084094616,120.14999879864062,0.037473333,16.66
25,2023-07-01 06:15:00,1744.019632034112,120.15,1744.0196084094616,120.14999879864062,0.037473333,16.66
26,2023-07-01 06:30:00,1744.019632034112,120.15,1744.0196084094616,120.14999879864062,0.037473333,16.66
27,2023-07-01 06:45:00,1744.019632034112,120.15,1744.0196084094616,120.14999879864062,0.037473333,16.66
28,2023-07-01 07:00:00,1744.019632034112,120.15,1744.0196084094616,120.14999879864062,0.037473333,16.66
29,2023-07-01 07:15:00,1744.019632034112,120.15,1744.0196084094616,120.14999879864062,0.037473333,16.66
30,2023-07-01 07:30:00,1744.019632034112,120.15,1744.0196084094616,120.14999879864062,0.037473333,16.66
31,2023-07-01 07:45:00,1744.019632034112,120.15,1744.0196084094616,120.14999879864062,0.037473333,16.66
32,2023-07-01 08:00:00,1744.019632034112,120.15,1744.0196084094616,120.14999879864062,0.037473333,16.66
33,2023-07-01 08:15:00,1744.019632034112,120.15,1744.0196084094616,120.14999879864062,0.037473333,16.66
34,2023-07-01 08:30:00,1744.019632034112,120.15,1744.0196084094616,120.14999879864062,0.037473333,16.66
35,2023-07-01 08:45:00,1744.019632034112,120.15,1744.0196084094616,120.14999879864062,0.037473333,16.66
36,2023-07-01 09:00:00,1744.019632034112,120.15,1744.0196084094616,120.14999879864062,0.037473333,16.66
37,2023-07-01 09:15:00,1744.019632034112,120.15,1744.0196084094616,120.14999879864062,0.037473333,16.66
38,2023-07-01 09:30:00,1744.019632034112,120.15,1744.0196084094616,120.14999879864062,0.037473333,16.66
39,2023-07-01 09:45:00,1744.019632034112,120.15,1744.0196084094616,120.14999879864062,0.037473333,16.66
