DateTime,baseline_grid_to_plant_kW,flexible_grid_to_plant_kW,electricity_TOU,electricity_demand1
2021-07-02 00:00:00,106.43863113896096,106.459601389173,0.037473333,16.66
2021-07-02 01:00:00,107.7734358828182,107.79565385948352,0.037473333,16.66
2021-07-02 02:00:00,107.06760216385662,106.79616144018236,0.037473333,16.66
2021-07-02 03:00:00,90.2567446794392,90.3241939146805,0.037473333,16.66
2021-07-02 04:00:00,80.33058542087886,74.5154231287439,0.037473333,16.66
2021-07-02 05:00:00,58.35880953089501,80.38945645476791,0.037473333,16.66
2021-07-02 06:00:00,80.38349295507551,58.50919137624919,0.037473333,16.66
2021-07-02 07:00:00,58.47992203814479,80.40985173063125,0.037473333,16.66
2021-07-02 08:00:00,74.43755748436648,53.921882237395934,0.037473333,16.66
2021-07-02 09:00:00,47.94964753868955,74.44136054135205,0.037473333,16.66
2021-07-02 10:00:00,74.59111426865474,58.5091187825021,0.037473333,16.66
2021-07-02 11:00:00,74.7335966451448,74.75324972037247,0.037473333,16.66
2021-07-02 12:00:00,74.86328890734512,74.8807079069702,0.037473333,16.66
2021-07-02 13:00:00,74.87462845750997,74.88897450919895,0.037473333,16.66
2021-07-02 14:00:00,59.00216247500031,59.002343359764325,0.037473333,16.66
2021-07-02 15:00:00,74.78038350921005,74.79036029662835,0.037473333,16.66
2021-07-02 16:00:00,58.5513628668479,58.552780177866815,0.037473333,16.66
2021-07-02 17:00:00,47.79421623461083,63.76939490588663,0.037473333,16.66
2021-07-02 18:00:00,112.5345810979245,90.40203152813734,0.037473333,16.66
2021-07-02 19:00:00,47.806768881180105,47.78449704317156,0.037473333,16.66
2021-07-02 20:00:00,90.41869415218726,90.40568485668553,0.037473333,16.66
2021-07-02 21:00:00,79.90418158575795,102.10590063998636,0.037473333,16.66
2021-07-02 22:00:00,113.93646622995728,97.91826285601223,0.037473333,16.66
2021-07-02 23:00:00,87.63063881843247,81.47594600720171,0.037473333,16.66
