DateTime,baseline_grid_to_plant_kW,flexible_grid_to_plant_kW
2020-04-01 00:00:00,1184.2066650000002,1183.401883452059
2020-04-01 00:15:00,1212.9055180000005,1212.086002235019
2020-04-01 00:30:00,1203.641602,1202.8065697636548
2020-04-01 00:45:00,1145.557129,1144.7095886094105
2020-04-01 01:00:00,1142.80957,1141.952018334886
2020-04-01 01:15:00,1136.553955,1135.6893935650298
2020-04-01 01:30:00,1188.768555,1187.901898526966
2020-04-01 01:45:00,1134.869385,1134.0010563029152
2020-04-01 02:00:00,1121.602052,1120.7324201178603
2020-04-01 02:15:00,1098.2543920000005,1097.383779036108
2020-04-01 02:30:00,1122.126952,1121.2556390919406
2020-04-01 02:45:00,1089.684572,1088.8128045310052
2020-04-01 03:00:00,1093.359376,1092.4873681519518
2020-04-01 03:15:00,1062.381348,1069.333189927527
2020-04-01 03:30:00,1110.6494120000002,1112.4470038682311
2020-04-01 03:45:00,1070.6250000000002,1072.4767012145596
2020-04-01 04:00:00,1059.541504,1044.3763374414675
2020-04-01 04:15:00,1055.8803720000003,1040.418766868563
2020-04-01 04:30:00,1067.822264,1052.0350113690706
2020-04-01 04:45:00,1068.314944,1052.2377886531704
2020-04-01 05:00:00,1069.765136,1077.9225714746551
2020-04-01 05:15:00,1082.9487320000003,1121.1197565895322
2020-04-01 05:30:00,1092.120116,1105.7161828436358
2020-04-01 05:45:00,1098.54492,974.0000000038182
2020-04-01 06:00:00,1044.2304680000002,852.1068710534191
2020-04-01 06:15:00,1049.66016,881.4280506450507
2020-04-01 06:30:00,1023.256836,852.1068710443918
2020-04-01 06:45:00,1072.447264,1117.619781882768
2020-04-01 07:00:00,1054.624024,1102.2379720954243
2020-04-01 07:15:00,1105.134768,1156.400634896791
2020-04-01 07:30:00,1130.6210920000003,1185.0847390484607
2020-04-01 07:45:00,1139.1250000000002,1196.032660570464
2020-04-01 08:00:00,1126.004884,1184.6078802723462
2020-04-01 08:15:00,1150.830076,1209.8514793862137
2020-04-01 08:30:00,1182.3457040000003,1241.7214893573164
2020-04-01 08:45:00,1183.553712,1243.2279972171068
2020-04-01 09:00:00,1212.1171880000002,1272.0411983073022
2020-04-01 09:15:00,1278.8417960000002,1338.9729596566997
2020-04-01 09:30:00,1256.283204,1290.7728303396182
2020-04-01 09:45:00,1244.882812,1249.2086286701226
2020-04-01 10:00:00,1267.8398440000003,1271.2311163040513
2020-04-01 10:15:00,1291.416016,1293.915560713263
2020-04-01 10:30:00,1277.923828,1279.7016646988714
2020-04-01 10:45:00,1251.792968,1253.019087489314
2020-04-01 11:00:00,1251.2187520000002,1252.1456048649843
2020-04-01 11:15:00,1305.625,1306.4339708824689
2020-04-01 11:30:00,1280.472656,1281.1787378827046
2020-04-01 11:45:00,1261.277344,1261.893622826084
2020-04-01 12:00:00,1239.564452,1240.1023493757612
2020-04-01 12:15:00,1286.904296,1287.3737808739872
2020-04-01 12:30:00,1295.2363280000002,1295.6461014194854
2020-04-01 12:45:00,1274.917968,1275.2756243691197
2020-04-01 13:00:00,1250.39258,1250.7047478282343
2020-04-01 13:15:00,1292.707032,1292.9794967495409
2020-04-01 13:30:00,1292.9941400000002,1293.2319513087598
2020-04-01 13:45:00,1280.73242,1280.9399852674528
2020-04-01 14:00:00,1238.6835960000003,1238.864762070309
2020-04-01 14:15:00,1285.2304680000002,1285.3885924562658
2020-04-01 14:30:00,1277.5000000000002,1277.638013390952
2020-04-01 14:45:00,1264.052732,1264.173192152379
2020-04-01 15:00:00,1240.7929720000002,1240.898111423223
2020-04-01 15:15:00,1311.628904,1311.7206712616653
2020-04-01 15:30:00,1237.019532,1237.09962783904
2020-04-01 15:45:00,1247.10742,1247.177328846784
2020-04-01 16:00:00,1233.740236,1233.8012534875518
2020-04-01 16:15:00,1253.515624,1253.5688809761969
2020-04-01 16:30:00,1247.3828120000005,1247.429295485783
2020-04-01 16:45:00,1251.26758,1251.308151482006
2020-04-01 17:00:00,1219.966796,1220.0022073966531
2020-04-01 17:15:00,1265.707032,1265.7379395969467
2020-04-01 17:30:00,1256.457032,1256.4840086131703
2020-04-01 17:45:00,1243.128904,1243.1524495917076
2020-04-01 18:00:00,1242.1132840000002,1242.1338349448315
2020-04-01 18:15:00,1288.859372,1288.877309172228
2020-04-01 18:30:00,1266.414064,1266.429719832388
2020-04-01 18:45:00,1274.2382800000005,1274.2519446448416
2020-04-01 19:00:00,1264.8359400000002,1264.8478667065556
2020-04-01 19:15:00,1354.019532,1354.02994180801
2020-04-01 19:30:00,1333.7500000000002,1333.7590858362528
2020-04-01 19:45:00,1342.078124,1342.0860542538844
2020-04-01 20:00:00,1267.6718760000003,1267.67879764429
2020-04-01 20:15:00,1322.148436,1322.1544773147298
2020-04-01 20:30:00,1338.7656360000003,1338.770908949904
2020-04-01 20:45:00,1343.2578,1343.2624023095743
2020-04-01 21:00:00,1302.73048,1302.7344969646444
2020-04-01 21:15:00,1330.8007600000003,1330.8042660668132
2020-04-01 21:30:00,1321.1914000000002,1321.194460147519
2020-04-01 21:45:00,1329.375,1329.3776709424603
2020-04-01 22:00:00,1282.83988,1282.8422112384276
2020-04-01 22:15:00,1304.5742,1304.5762347396246
2020-04-01 22:30:00,1284.89064,1284.8924159509857
2020-04-01 22:45:00,1280.42968,1280.4312300763413
2020-04-01 23:00:00,1253.0742,1253.0755529295284
2020-04-01 23:15:00,1256.4444580000002,1256.445638856806
2020-04-01 23:30:00,1292.98523,1292.986260669135
2020-04-01 23:45:00,1256.324585,1256.325484583075
